"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,   "rms[A_RhoW]"  ,    "rms[A_E]"    ,    "Sens_Geo"    ,    "Sens_AoA"    ,    "Sens_Mach"   ,   "Sens_Press"   ,    "Sens_Temp"   
          0,           0,           3,      -5.286618433,      -5.240404314,      -5.379469201,      -5.115783899,      -5.650257579,      0.1977220461,   0.0007764731729,     0.09341083432,    -0.03777226099,                 0
          0,           0,           4,      -5.134068344,      -5.099273382,      -5.225355192,      -5.024160072,      -5.596468692,      0.1977220461,   0.0007670299674,     0.09331905647,     -0.0379466172,                 0
          0,           0,           5,      -5.026745536,      -4.995580541,       -5.11643266,      -4.956454703,      -5.545183493,      0.1977220461,   0.0007507248827,     0.09316314869,    -0.03826083844,                 0
          0,           0,           6,      -4.957771113,      -4.927349042,       -5.04205596,      -4.912110407,      -5.503588357,      0.1977220461,   0.0007254939807,     0.09292998794,    -0.03874235168,                 0
          0,           0,           7,      -4.921143215,       -4.89054341,      -4.993165797,      -4.881877379,      -5.473576106,      0.1977220461,   0.0006897720838,     0.09262235597,    -0.03939046784,                 0
          0,           0,           8,      -4.911132699,      -4.880117036,      -4.961719751,      -4.853103961,      -5.454268068,      0.1977220461,   0.0006428131346,     0.09226290668,    -0.04016975715,                 0
          0,           0,           9,      -4.921224287,      -4.889314327,      -4.940751891,      -4.817448281,      -5.441748758,      0.1977220461,   0.0005848633682,     0.09189118341,    -0.04101293863,                 0
          0,           0,          10,      -4.942795042,      -4.908365895,      -4.924763647,      -4.776149832,      -5.429922662,      0.1977220461,   0.0005171569673,     0.09155425229,    -0.04183269375,                 0
          0,           0,          11,      -4.964495757,         -4.924447,      -4.910049279,      -4.736280374,      -5.414232521,      0.1977220461,   0.0004417536738,     0.09129426221,    -0.04253875024,                 0
          0,           0,          12,      -4.974865451,      -4.926195497,      -4.894755039,      -4.703999864,      -5.395340312,      0.1977220461,   0.0003612729046,     0.09113734126,    -0.04305505672,                 0
          0,           0,          13,      -4.968692181,      -4.911162304,      -4.878710774,      -4.682061447,      -5.378177218,      0.1977220461,   0.0002785910822,     0.09108741251,    -0.04333235091,                 0
          0,           0,          14,      -4.950091618,      -4.886311075,      -4.863049876,      -4.670521956,      -5.367767937,      0.1977220461,   0.0001965605303,     0.09112642439,    -0.04335345032,                 0
          0,           0,          15,      -4.927560381,      -4.860681553,      -4.849595263,      -4.667948121,      -5.366462593,      0.1977220461,   0.0001177879409,     0.09122019784,    -0.04313113217,                 0
          0,           0,          16,      -4.907967115,      -4.840162557,      -4.840162677,      -4.672198318,      -5.373618602,      0.1977220461,   4.448756001e-05,     0.09132747751,    -0.04270052642,                 0
          0,           0,          17,      -4.894776965,      -4.827060829,      -4.836039256,      -4.680825889,      -5.386496723,      0.1977220461,  -2.159425589e-05,     0.09140925471,    -0.04210897085,                 0
          0,           0,          18,       -4.88880461,      -4.821311725,      -4.837761078,      -4.691346455,      -5.401576227,      0.1977220461,  -7.919744848e-05,     0.09143592869,    -0.04140621806,                 0
          0,           0,          19,      -4.889256387,      -4.821493874,      -4.845135882,      -4.701561825,      -5.415924641,      0.1977220461,   -0.000127527548,     0.09139098494,    -0.04063704419,                 0
          0,           0,          20,      -4.894440172,      -4.825448401,      -4.857398701,      -4.709970538,      -5.428072897,      0.1977220461,  -0.0001662120088,     0.09127109467,    -0.03983714511,                 0
          0,           0,          21,      -4.902234154,      -4.830737495,      -4.873417598,      -4.716091914,      -5.437932785,      0.1977220461,  -0.0001952453439,     0.09108347849,    -0.03903214303,                 0
          0,           0,          22,      -4.910485458,      -4.835119758,      -4.891906272,      -4.720472018,      -5.446018178,      0.1977220461,  -0.0002149300944,     0.09084183654,    -0.03823883649,                 0
          0,           0,          23,      -4.917406216,       -4.83703338,      -4.911618045,      -4.724332675,      -5.452728062,      0.1977220461,  -0.0002258170947,      0.0905621349,    -0.03746758452,                 0
          0,           0,          24,      -4.921904743,      -4.835911036,      -4.931497796,      -4.729071471,      -5.458151474,      0.1977220461,  -0.0002286465505,     0.09025920105,    -0.03672483963,                 0
          0,           0,          25,      -4.923725399,      -4.832155993,      -4.950771788,      -4.735860274,      -5.462298547,      0.1977220461,  -0.0002242908764,     0.08994461067,    -0.03601517298,                 0
          0,           0,          26,      -4.923335362,      -4.826807231,      -4.968969351,      -4.745445423,      -5.465406316,      0.1977220461,  -0.0002137004465,      0.0896259089,    -0.03534250729,                 0
          0,           0,          27,      -4.921634512,      -4.821104545,      -4.985889498,      -4.758114882,      -5.468050186,      0.1977220461,  -0.0001978537973,     0.08930690189,    -0.03471057724,                 0
          0,           0,          28,      -4.919640598,      -4.816156536,      -5.001537581,      -4.773754585,      -5.471020181,      0.1977220461,  -0.0001777140054,     0.08898860817,    -0.03412282239,                 0
          0,           0,          29,      -4.918263152,      -4.812780938,      -5.016055721,      -4.791935364,      -5.475091152,      0.1977220461,  -0.0001541927924,     0.08867045336,    -0.03358198467,                 0
          0,           0,          30,      -4.918193751,      -4.811479714,      -5.029661061,      -4.812003446,      -5.480832325,      0.1977220461,    -0.00012812343,     0.08835137811,    -0.03308966087,                 0
          0,           0,          31,      -4.919883446,       -4.81248289,      -5.042596267,      -4.833169019,      -5.488521002,      0.1977220461,  -0.0001002428488,     0.08803065532,    -0.03264598863,                 0
          0,           0,          32,      -4.923565899,      -4.815812192,      -5.055091928,       -4.85459601,       -5.49814992,      0.1977220461,  -7.118264484e-05,     0.08770833909,    -0.03224955655,                 0
          0,           0,          33,      -4.929296077,      -4.821340315,        -5.0673397,      -4.875494774,      -5.509488992,      0.1977220461,  -4.146804236e-05,     0.08738536738,    -0.03189754949,                 0
          0,           0,          34,      -4.936989183,      -4.828838486,      -5.079475649,      -4.895211796,      -5.522166162,      0.1977220461,   -1.15233909e-05,      0.0870634031,    -0.03158608214,                 0
          0,           0,          35,      -4.946454847,      -4.838013089,      -5.091573471,      -4.913301987,      -5.535745381,      0.1977220461,   1.831751001e-05,      0.0867445249,    -0.03131064228,                 0
          0,           0,          36,      -4.957426744,      -4.848534712,      -5.103646849,      -4.929566323,      -5.549790672,      0.1977220461,   4.779805285e-05,     0.08643087537,    -0.03106655781,                 0
          0,           0,          37,      -4.969589554,      -4.860062795,      -5.115659446,      -4.944044457,      -5.563911931,      0.1977220461,   7.672413608e-05,     0.08612435174,    -0.03084941295,                 0
          0,           0,          38,      -4.982604923,        -4.8722677,      -5.127540348,      -4.956966085,      -5.577792052,      0.1977220461,   0.0001049496282,     0.08582639211,    -0.03065536219,                 0
          0,           0,          39,       -4.99613689,       -4.88485043,      -5.139202331,       -4.96867798,      -5.591197467,      0.1977220461,   0.0001323631411,     0.08553787701,    -0.03048131759,                 0
          0,           0,          40,      -5.009875848,      -4.897558909,      -5.150560162,      -4.979568341,      -5.603975863,      0.1977220461,   0.0001588769072,     0.08525913907,    -0.03032501093,                 0
          0,           0,          41,       -5.02355895,      -4.910199139,      -5.161546382,      -4.990005493,       -5.61604556,      0.1977220461,   0.0001844181923,     0.08499005471,    -0.03018495149,                 0
          0,           0,          42,      -5.036984516,      -4.922639835,      -5.172122562,      -5.000298809,      -5.627380922,      0.1977220461,   0.0002089233395,     0.08473018341,    -0.03006031149,                 0
          0,           0,          43,      -5.050018597,      -4.934810153,      -5.182284935,       -5.01068147,      -5.637997283,      0.1977220461,   0.0002323342688,      0.0844789204,    -0.02995077442,                 0
          0,           0,          44,      -5.062593265,      -4.946691435,      -5.192064408,      -5.021309992,      -5.647937739,      0.1977220461,   0.0002545970574,     0.08423563485,    -0.02985637744,                 0
          0,           0,          45,      -5.074697829,      -4.958305005,      -5.201521903,      -5.032274215,      -5.657262894,      0.1977220461,   0.0002756621026,     0.08399977578,    -0.02977737116,                 0
          0,           0,          46,       -5.08636551,       -4.96969852,      -5.210740659,      -5.043612214,      -5.666043781,      0.1977220461,   0.0002954853269,      0.0837709382,    -0.02971410974,                 0
          0,           0,          47,       -5.09765853,      -4.980933138,       -5.21981731,      -5.055326122,      -5.674357455,      0.1977220461,    0.000314029906,     0.08354889094,    -0.02966697525,                 0
          0,           0,          48,      -5.108654241,       -4.99207309,      -5.228853331,       -5.06739639,      -5.682284517,      0.1977220461,   0.0003312680686,      0.0833335734,    -0.02963633292,                 0
          0,           0,          49,      -5.119434004,      -5.003178351,      -5.237947927,      -5.079793203,      -5.689907721,      0.1977220461,   0.0003471826237,     0.08312507165,    -0.02962250935,                 0
          0,           0,          50,      -5.130075486,      -5.014300331,      -5.247192897,      -5.092484688,      -5.697310988,      0.1977220461,   0.0003617679857,     0.08292358419,    -0.02962578475,                 0
          0,           0,          51,      -5.140648206,      -5.025480046,      -5.256669493,      -5.105442097,      -5.704578347,      0.1977220461,    0.000375030586,     0.08272938619,    -0.02964639053,                 0
          0,           0,          52,      -5.151211669,      -5.036748001,      -5.266446972,        -5.1186425,      -5.711792611,      0.1977220461,   0.0003869886575,     0.08254279782,    -0.02968450629,                 0
          0,           0,          53,      -5.161815223,      -5.048125051,      -5.276582397,      -5.132069617,      -5.719033748,      0.1977220461,   0.0003976714628,      0.0823641601,    -0.02974025262,                 0
          0,           0,          54,      -5.172498875,      -5.059623639,      -5.287121214,      -5.145713433,      -5.726377119,      0.1977220461,   0.0004071180821,     0.08219381853,     -0.0298136788,                 0
          0,           0,          55,      -5.183294436,      -5.071249043,      -5.298098204,      -5.159569107,      -5.733891744,      0.1977220461,   0.0004153759091,     0.08203211375,    -0.02990474661,                 0
          0,           0,          56,      -5.194226621,      -5.083000407,      -5.309538541,      -5.173635567,      -5.741638803,      0.1977220461,   0.0004224990009,     0.08187937727,    -0.03001331215,                 0
          0,           0,          57,      -5.205313893,      -5.094871522,      -5.321458754,      -5.187914033,      -5.749670487,      0.1977220461,   0.0004285464156,     0.08173593015,    -0.03013910842,                 0
          0,           0,          58,      -5.216568997,      -5.106851399,      -5.333867553,      -5.202406622,      -5.758029272,      0.1977220461,    0.000433580641,     0.08160208311,    -0.03028173063,                 0
          0,           0,          59,      -5.227999198,      -5.118924709,      -5.346766472,      -5.217115092,      -5.766747594,      0.1977220461,   0.0004376661898,     0.08147813649,    -0.03044062616,                 0
          0,           0,          60,      -5.239606315,      -5.131072206,      -5.360150394,      -5.232039765,      -5.775847867,      0.1977220461,   0.0004408684006,     0.08136437958,    -0.03061508976,                 0
          0,           0,          61,      -5.251386627,      -5.143271189,      -5.374007992,      -5.247178635,      -5.785342741,      0.1977220461,   0.0004432524564,     0.08126108888,    -0.03080426444,                 0
          0,           0,          62,      -5.263330749,      -5.155496079,      -5.388322144,      -5.262526668,      -5.795235483,      0.1977220461,   0.0004448826139,     0.08116852518,    -0.03100714751,                 0
          0,           0,          63,      -5.275423542,      -5.167719115,      -5.403070355,      -5.278075296,      -5.805520399,      0.1977220461,   0.0004458216161,     0.08108692982,    -0.03122260117,                 0
          0,           0,          64,      -5.287644133,      -5.179911181,      -5.418225229,      -5.293812104,      -5.816183189,      0.1977220461,   0.0004461302597,     0.08101652018,    -0.03144936672,                 0
          0,           0,          65,       -5.29996609,      -5.192042723,      -5.433754977,      -5.309720716,      -5.827201221,      0.1977220461,   0.0004458670839,     0.08095748465,    -0.03168608148,                 0
          0,           0,          66,      -5.312357778,       -5.20408473,      -5.449623979,      -5.325780856,      -5.838543686,      0.1977220461,   0.0004450881502,     0.08090997739,    -0.03193129759,                 0
          0,           0,          67,      -5.324782943,      -5.216009724,      -5.465793378,      -5.341968578,      -5.850171684,      0.1977220461,   0.0004438468897,     0.08087411295,    -0.03218350189,                 0
          0,           0,          68,      -5.337201494,      -5.227792704,       -5.48222167,      -5.358256632,      -5.862038282,      0.1977220461,   0.0004421939995,     0.08084996111,    -0.03244113622,                 0
          0,           0,          69,      -5.349570519,      -5.239412003,      -5.498865308,      -5.374614939,      -5.874088648,      0.1977220461,   0.0004401773767,     0.08083754203,    -0.03270261771,                 0
          0,           0,          70,      -5.361845483,      -5.250849989,      -5.515679253,      -5.391011141,      -5.886260376,      0.1977220461,    0.000437842082,       0.080836822,    -0.03296635845,                 0
          0,           0,          71,      -5.373981591,      -5.262093607,      -5.532617502,      -5.407411189,      -5.898484093,      0.1977220461,   0.0004352303308,     0.08084771003,    -0.03323078428,                 0
          0,           0,          72,      -5.385935263,        -5.2731347,      -5.549633551,      -5.423779939,      -5.910684505,      0.1977220461,   0.0004323815087,      0.0808700553,     -0.0334943523,                 0
          0,           0,          73,      -5.397665664,      -5.283970131,      -5.566680816,      -5.440081739,      -5.922781934,      0.1977220461,   0.0004293322112,     0.08090364586,    -0.03375556699,                 0
          0,           0,          74,      -5.409136216,      -5.294601688,      -5.583712998,      -5.456280967,      -5.934694433,      0.1977220461,   0.0004261163061,     0.08094820845,    -0.03401299449,                 0
          0,           0,          75,      -5.420316025,        -5.3050358,      -5.600684414,      -5.472342536,      -5.946340457,      0.1977220461,   0.0004227650162,     0.08100340953,     -0.0342652752,                 0
          0,           0,          76,      -5.431181139,      -5.315283095,      -5.617550293,      -5.488232335,      -5.957642009,      0.1977220461,   0.0004193070201,     0.08106885754,    -0.03451113439,                 0
          0,           0,          77,      -5.441715576,      -5.325357827,       -5.63426707,      -5.503917632,       -5.96852811,      0.1977220461,   0.0004157685666,     0.08114410613,    -0.03474939091,                 0
          0,           0,          78,      -5.451912043,      -5.335277223,      -5.650792667,      -5.519367437,      -5.978938336,      0.1977220461,   0.0004121735995,     0.08122865834,    -0.03497896402,                 0
          0,           0,          79,      -5.461772332,      -5.345060774,        -5.6670868,      -5.534552839,       -5.98882614,      0.1977220461,   0.0004085438878,     0.08132197144,    -0.03519887841,                 0
          0,           0,          80,      -5.471307332,      -5.354729525,      -5.683111304,      -5.549447339,      -5.998161625,      0.1977220461,   0.0004048991574,     0.08142346232,     -0.0354082675,                 0
          0,           0,          81,      -5.480536697,      -5.364305377,        -5.6988305,      -5.564027187,      -6.006933472,      0.1977220461,   0.0004012572227,     0.08153251323,    -0.03560637523,                 0
          0,           0,          82,      -5.489488171,      -5.373810444,      -5.714211597,      -5.578271732,      -6.015149834,      0.1977220461,    0.000397634113,     0.08164847763,    -0.03579255638,                 0
          0,           0,          83,      -5.498196629,      -5.383266468,      -5.729225141,      -5.592163789,      -6.022838054,      0.1977220461,   0.0003940441935,     0.08177068606,    -0.03596627569,                 0
          0,           0,          84,      -5.506702904,      -5.392694314,      -5.743845488,      -5.605690019,      -6.030043286,      0.1977220461,   0.0003905002795,     0.08189845195,     -0.0361271059,                 0
          0,           0,          85,      -5.515052468,       -5.40211356,      -5.758051301,      -5.618841299,      -6.036826142,      0.1977220461,   0.0003870137431,     0.08203107718,    -0.03627472478,                 0
          0,           0,          86,      -5.523294047,      -5.411542172,      -5.771826052,      -5.631613062,      -6.043259651,      0.1977220461,   0.0003835946123,      0.0821678574,    -0.03640891144,                 0
          0,           0,          87,      -5.531478244,      -5.420996272,      -5.785158477,      -5.644005571,      -6.049425804,      0.1977220461,   0.0003802516627,     0.08230808709,    -0.03652954192,                 0
          0,           0,          88,      -5.539656227,      -5.430489996,      -5.798042984,      -5.656024101,      -6.055412027,      0.1977220461,   0.0003769925034,     0.08245106422,    -0.03663658433,                 0
          0,           0,          89,      -5.547878532,      -5.440035437,       -5.81047995,      -5.667678997,      -6.061307805,      0.1977220461,   0.0003738236554,     0.08259609461,     -0.0367300934,                 0
          0,           0,          90,      -5.556194008,       -5.44964266,      -5.822475889,      -5.678985581,       -6.06720168,      0.1977220461,   0.0003707506255,       0.082742496,    -0.03681020487,                 0
          0,           0,          91,      -5.564648914,      -5.459319781,      -5.834043449,      -5.689963901,      -6.073178742,      0.1977220461,   0.0003677779746,     0.08288960171,    -0.03687712957,                 0
          0,           0,          92,      -5.573286178,      -5.469073105,      -5.845201235,      -5.700638315,      -6.079318635,      0.1977220461,   0.0003649093821,     0.08303676398,     -0.0369311473,                 0
          0,           0,          93,      -5.582144803,      -5.478907293,      -5.855973435,      -5.711036931,      -6.085694103,      0.1977220461,    0.000362147706,     0.08318335704,    -0.03697260071,                 0
          0,           0,          94,        -5.5912594,       -5.48882557,      -5.866389262,      -5.721190925,      -6.092369991,      0.1977220461,   0.0003594950396,     0.08332877979,    -0.03700188912,                 0
          0,           0,          95,      -5.600659831,      -5.498829931,      -5.876482233,      -5.731133764,      -6.099402648,      0.1977220461,   0.0003569527654,     0.08347245822,     -0.0370194624,                 0
          0,           0,          96,      -5.610370946,      -5.508921361,       -5.88628932,      -5.740900388,      -6.106839633,      0.1977220461,    0.000354521606,      0.0836138475,    -0.03702581489,                 0
          0,           0,          97,      -5.620412373,      -5.519100034,      -5.895850012,      -5.750526367,      -6.114719651,      0.1977220461,   0.0003522016731,     0.08375243377,    -0.03702147954,                 0
          0,           0,          98,      -5.630798367,      -5.529365497,      -5.905205327,        -5.7600471,      -6.123072632,      0.1977220461,   0.0003499925145,     0.08388773568,    -0.03700702215,                 0
          0,           0,          99,      -5.641537679,      -5.539716817,      -5.914396837,       -5.76949706,       -6.13191991,      0.1977220461,   0.0003478931596,     0.08401930562,    -0.03698303581,                 0
          0,           0,         100,       -5.65263345,      -5.550152699,      -5.923465729,      -5.778909131,      -6.141274428,      0.1977220461,    0.000345902163,     0.08414673067,    -0.03695013559,                 0
          0,           0,         101,      -5.664083118,      -5.560671557,      -5.932451952,       -5.78831404,      -6.151140959,      0.1977220461,   0.0003440176482,     0.08426963335,    -0.03690895343,                 0
          0,           0,         102,      -5.675878332,      -5.571271549,       -5.94139347,      -5.797739908,      -6.161516305,      0.1977220461,   0.0003422373489,     0.08438767207,    -0.03686013335,                 0
          0,           0,         103,      -5.688004884,      -5.581950566,      -5.950325638,      -5.807211909,      -6.172389463,      0.1977220461,   0.0003405586506,     0.08450054134,    -0.03680432681,                 0
          0,           0,         104,      -5.700442668,      -5.592706184,      -5.959280714,      -5.816752048,      -6.183741773,      0.1977220461,   0.0003389786309,     0.08460797182,    -0.03674218847,                 0
          0,           0,         105,      -5.713165675,      -5.603535586,      -5.968287508,      -5.826379042,      -6.195547036,      0.1977220461,   0.0003374940989,     0.08470973008,    -0.03667437211,                 0
          0,           0,         106,      -5.726142056,      -5.614435453,      -5.977371162,      -5.836108301,      -6.207771643,      0.1977220461,   0.0003361016336,     0.08480561821,    -0.03660152694,                 0
          0,           0,         107,      -5.739334266,      -5.625401834,      -5.986553052,      -5.845951993,      -6.220374722,      0.1977220461,   0.0003347976218,     0.08489547323,    -0.03652429407,                 0
          0,           0,         108,      -5.752699328,      -5.636430013,      -5.995850803,      -5.855919188,       -6.23330836,      0.1977220461,   0.0003335782942,      0.0849791663,    -0.03644330337,                 0
          0,           0,         109,      -5.766189249,      -5.647514363,      -6.005278399,      -5.866016056,      -6.246517925,      0.1977220461,   0.0003324397606,     0.08505660185,    -0.03635917053,                 0
          0,           0,         110,       -5.77975161,      -5.658648219,      -6.014846378,      -5.876246122,      -6.259942541,      0.1977220461,   0.0003313780431,     0.08512771644,    -0.03627249443,                 0
          0,           0,         111,      -5.793330373,      -5.669823754,       -6.02456209,      -5.886610559,      -6.273515781,      0.1977220461,   0.0003303891082,     0.08519247763,    -0.03618385478,                 0
          0,           0,         112,      -5.806866905,       -5.68103189,      -6.034430015,      -5.897108497,      -6.287166593,      0.1977220461,   0.0003294688964,      0.0852508826,       -0.03609381,                 0
          0,           0,         113,      -5.820301244,      -5.692262232,      -6.044452117,      -5.907737364,      -6.300820535,      0.1977220461,   0.0003286133505,     0.08530295678,    -0.03600289536,                 0
          0,           0,         114,      -5.833573576,      -5.703503049,       -6.05462822,      -5.918493216,       -6.31440131,      0.1977220461,   0.0003278184411,     0.08534875238,    -0.03591162137,                 0
          0,           0,         115,      -5.846625904,      -5.714741292,      -6.064956402,      -5.929371076,      -6.327832617,      0.1977220461,   0.0003270801901,     0.08538834676,    -0.03582047244,                 0
          0,           0,         116,      -5.859403828,      -5.725962661,      -6.075433384,       -5.94036525,      -6.341040266,      0.1977220461,   0.0003263946919,     0.08542184087,    -0.03572990568,                 0
          0,           0,         117,      -5.871858369,      -5.737151726,      -6.086054914,      -5.951469628,      -6.353954497,      0.1977220461,   0.0003257581328,      0.0854493576,    -0.03564035001,                 0
          0,           0,         118,      -5.883947715,      -5.748292092,      -6.096816124,      -5.962677955,      -6.366512378,      0.1977220461,   0.0003251668067,     0.08547104009,    -0.03555220541,                 0
          0,           0,         119,      -5.895638784,      -5.759366621,      -6.107711853,      -5.973984067,      -6.378660138,      0.1977220461,   0.0003246171301,     0.08548705008,    -0.03546584241,                 0
          0,           0,         120,      -5.906908475,      -5.770357694,      -6.118736934,      -5.985382088,      -6.390355263,      0.1977220461,   0.0003241056533,     0.08549756622,    -0.03538160173,                 0
          0,           0,         121,      -5.917744521,      -5.781247517,      -6.129886435,      -5.996866586,      -6.401568188,      0.1977220461,    0.000323629071,     0.08550278241,    -0.03529979412,                 0
          0,           0,         122,       -5.92814586,      -5.792018455,      -6.141155839,      -6.008432679,      -6.412283432,      0.1977220461,   0.0003231842292,     0.08550290617,    -0.03522070034,                 0
          0,           0,         123,      -5.938122499,      -5.802653395,      -6.152541179,      -6.020076106,      -6.422500066,      0.1977220461,   0.0003227681317,     0.08549815704,    -0.03514457128,                 0
          0,           0,         124,      -5.947694877,      -5.813136114,      -6.164039108,      -6.031793244,      -6.432231476,      0.1977220461,   0.0003223779432,     0.08548876501,     -0.0350716283,                 0
          0,           0,         125,      -5.956892787,      -5.823451648,      -6.175646923,      -6.043581091,      -6.441504428,      0.1977220461,   0.0003220109923,     0.08547496898,    -0.03500206357,                 0
          0,           0,         126,       -5.96575394,       -5.83358665,      -6.187362522,       -6.05543721,      -6.450357538,      0.1977220461,   0.0003216647719,     0.08545701532,    -0.03493604065,                 0
          0,           0,         127,      -5.974322287,      -5.843529711,      -6.199184333,      -6.067359642,      -6.458839269,      0.1977220461,   0.0003213369386,     0.08543515642,    -0.03487369515,                 0
          0,           0,         128,      -5.982646211,      -5.853271652,      -6.211111186,      -6.079346798,      -6.467005627,      0.1977220461,   0.0003210253108,     0.08540964933,    -0.03481513541,                 0
          0,           0,         129,      -5.990776719,       -5.86280575,      -6.223142157,       -6.09139732,       -6.47491774,      0.1977220461,   0.0003207278662,     0.08538075445,    -0.03476044341,                 0
          0,           0,         130,      -5.998765706,      -5.872127918,      -6.235276393,       -6.10350995,      -6.482639459,      0.1977220461,   0.0003204427378,     0.08534873426,    -0.03470967564,                 0
          0,           0,         131,      -6.006664398,      -5.881236808,      -6.247512913,      -6.115683374,      -6.490235134,      0.1977220461,   0.0003201682092,     0.08531385215,    -0.03466286413,                 0
          0,           0,         132,         -6.014522,      -5.890133848,      -6.259850403,      -6.127916087,      -6.497767648,      0.1977220461,   0.0003199027101,     0.08527637121,    -0.03462001751,                 0
          0,           0,         133,      -6.022384584,       -5.89882321,      -6.272287013,       -6.14020625,      -6.505296756,      0.1977220461,   0.0003196448099,     0.08523655322,    -0.03458112212,                 0
          0,           0,         134,       -6.03029423,      -5.907311713,      -6.284820165,      -6.152551569,      -6.512877769,      0.1977220461,   0.0003193932123,     0.08519465754,     -0.0345461432,                 0
          0,           0,         135,      -6.038288394,      -5.915608664,       -6.29744637,      -6.164949189,      -6.520560553,      0.1977220461,   0.0003191467487,     0.08515094018,    -0.03451502611,                 0
          0,           0,         136,      -6.046399496,      -5.923725649,      -6.310161071,      -6.177395611,       -6.52838883,      0.1977220461,   0.0003189043716,     0.08510565289,     -0.0344876976,                 0
          0,           0,         137,      -6.054654695,      -5.931676285,      -6.322958516,      -6.189886628,      -6.536399734,      0.1977220461,   0.0003186651483,      0.0850590422,     -0.0344640671,                 0
          0,           0,         138,      -6.063075815,       -5.93947594,      -6.335831651,      -6.202417285,      -6.544623585,      0.1977220461,    0.000318428254,     0.08501134871,    -0.03444402804,                 0
          0,           0,         139,      -6.071679407,      -5.947141436,      -6.348772061,       -6.21498187,       -6.55308383,      0.1977220461,   0.0003181929653,     0.08496280625,    -0.03442745917,                 0
          0,           0,         140,      -6.080476912,      -5.954690741,      -6.361769937,      -6.227573925,      -6.561797124,      0.1977220461,   0.0003179586532,     0.08491364121,    -0.03441422598,                 0
          0,           0,         141,      -6.089474903,      -5.962142665,      -6.374814093,       -6.24018628,      -6.570773513,      0.1977220461,   0.0003177247772,     0.08486407184,    -0.03440418201,                 0
          0,           0,         142,      -6.098675393,      -5.969516561,       -6.38789201,      -6.252811109,      -6.580016691,      0.1977220461,   0.0003174908787,     0.08481430769,    -0.03439717025,                 0
          0,           0,         143,      -6.108076187,      -5.976832051,      -6.400989938,      -6.265440008,      -6.589524332,      0.1977220461,    0.000317256575,     0.08476454904,     -0.0343930245,                 0
          0,           0,         144,      -6.117671278,       -5.98410876,      -6.414093019,      -6.278064089,      -6.599288458,      0.1977220461,   0.0003170215529,     0.08471498639,    -0.03439157076,                 0
          0,           0,         145,      -6.127451273,      -5.991366085,      -6.427185468,      -6.290674079,      -6.609295873,      0.1977220461,   0.0003167855638,     0.08466580006,    -0.03439262854,                 0
          0,           0,         146,      -6.137403839,      -5.998622985,      -6.440250776,      -6.303260447,      -6.619528632,      0.1977220461,   0.0003165484176,     0.08461715974,    -0.03439601225,                 0
          0,           0,         147,      -6.147514175,      -6.005897795,      -6.453271953,      -6.315813521,      -6.629964572,      0.1977220461,   0.0003163099777,     0.08456922425,    -0.03440153247,                 0
          0,           0,         148,      -6.157765507,      -6.013208076,      -6.466231801,      -6.328323616,      -6.640577894,      0.1977220461,   0.0003160701561,     0.08452214119,    -0.03440899726,                 0
          0,           0,         149,      -6.168139585,      -6.020570475,      -6.479113207,      -6.340781164,      -6.651339809,      0.1977220461,   0.0003158289087,     0.08447604678,    -0.03441821341,                 0
          0,           0,         150,      -6.178617201,      -6.028000624,      -6.491899448,      -6.353176841,       -6.66221924,      0.1977220461,    0.000315586231,     0.08443106568,    -0.03442898765,                 0
          0,           0,         151,      -6.189178703,      -6.035513048,      -6.504574514,      -6.365501685,      -6.673183602,      0.1977220461,   0.0003153421536,     0.08438731091,    -0.03444112781,                 0
          0,           0,         152,      -6.199804512,      -6.043121101,      -6.517123415,      -6.377747213,      -6.684199616,      0.1977220461,   0.0003150967386,     0.08434488379,    -0.03445444395,                 0
          0,           0,         153,      -6.210475625,      -6.050836915,      -6.529532482,      -6.389905525,      -6.695234187,      0.1977220461,   0.0003148500757,       0.084303874,    -0.03446874943,                 0
          0,           0,         154,       -6.22117409,       -6.05867136,      -6.541789653,      -6.401969399,      -6.706255291,      0.1977220461,   0.0003146022792,      0.0842643596,    -0.03448386191,                 0
          0,           0,         155,      -6.231883458,      -6.066634029,      -6.553884709,      -6.413932376,      -6.717232869,      0.1977220461,    0.000314353484,     0.08422640721,    -0.03449960428,                 0
          0,           0,         156,      -6.242589178,      -6.074733223,      -6.565809484,      -6.425788828,      -6.728139686,      0.1977220461,   0.0003141038436,     0.08419007216,    -0.03451580556,                 0
          0,           0,         157,      -6.253278943,       -6.08297595,      -6.577558017,      -6.437534019,      -6.738952126,      0.1977220461,   0.0003138535265,     0.08415539874,    -0.03453230167,                 0
          0,           0,         158,      -6.263942958,      -6.091367936,      -6.589126649,      -6.449164152,      -6.749650874,      0.1977220461,    0.000313602714,     0.08412242048,    -0.03454893618,                 0
          0,           0,         159,       -6.27457414,      -6.099913636,      -6.600514067,      -6.460676403,      -6.760221467,      0.1977220461,   0.0003133515978,      0.0840911605,    -0.03456556099,                 0
          0,           0,         160,      -6.285168223,      -6.108616261,      -6.611721277,       -6.47206894,      -6.770654674,      0.1977220461,   0.0003131003776,     0.08406163185,    -0.03458203684,                 0
